               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 165,             0.70449,               0.944,              1.2343,             0.89142,             0.90915,             0.94433,             0.87415,             0.42353,             0.59955,               1.128,            0.004588,            0.004588,            0.004588
                 166,             0.69373,             0.92925,              1.2264,             0.88959,             0.89276,             0.94219,             0.87362,             0.41843,              0.6072,              1.1273,            0.004555,            0.004555,            0.004555
                 167,             0.70696,             0.92316,              1.2259,             0.89237,             0.88998,             0.93622,             0.86974,             0.42801,             0.60036,              1.1298,            0.004522,            0.004522,            0.004522
                 168,             0.69436,              0.9365,              1.2429,             0.87686,             0.88958,             0.93908,             0.87179,             0.42568,             0.62847,              1.1252,            0.004489,            0.004489,            0.004489
                 169,             0.69222,             0.92546,              1.2235,             0.90385,             0.89109,             0.93086,             0.86053,             0.42659,             0.59604,              1.1284,            0.004456,            0.004456,            0.004456
                 170,             0.68743,             0.93765,              1.2333,             0.86307,             0.89852,             0.94062,             0.86238,              0.4185,             0.58937,              1.1229,            0.004423,            0.004423,            0.004423
                 171,             0.68969,             0.89507,              1.2247,             0.90803,             0.89807,             0.94835,             0.87681,             0.41118,             0.55808,              1.1149,             0.00439,             0.00439,             0.00439
                 172,             0.68245,             0.90338,              1.2301,             0.91288,             0.88683,             0.95131,             0.88384,             0.41091,             0.56627,               1.117,            0.004357,            0.004357,            0.004357
                 173,             0.67649,             0.89792,              1.2191,             0.90081,             0.91053,             0.95659,             0.88602,             0.40954,             0.54241,              1.1177,            0.004324,            0.004324,            0.004324
                 174,             0.68257,             0.91979,              1.2299,             0.90298,             0.91378,             0.95032,             0.87776,             0.40336,             0.56104,              1.1126,            0.004291,            0.004291,            0.004291
                 175,             0.69433,             0.91921,              1.2339,             0.90431,             0.90261,             0.94029,             0.87461,              0.4064,             0.57159,              1.1139,            0.004258,            0.004258,            0.004258
                 176,             0.68479,             0.88514,              1.2203,             0.91628,             0.91085,             0.94505,             0.87877,             0.39674,             0.55615,              1.1101,            0.004225,            0.004225,            0.004225
                 177,             0.69133,             0.91069,              1.2349,             0.89965,             0.87665,             0.93837,             0.87269,             0.40959,              0.5962,              1.1186,            0.004192,            0.004192,            0.004192
                 178,              0.6662,              0.9015,              1.2228,             0.89788,             0.90745,             0.93584,              0.8704,             0.40953,             0.55757,              1.1155,            0.004159,            0.004159,            0.004159
                 179,             0.68465,             0.93711,              1.2268,             0.89323,             0.88822,              0.9283,              0.8661,             0.40734,             0.55315,              1.1184,            0.004126,            0.004126,            0.004126
                 180,             0.68966,              0.9012,              1.2243,             0.89881,             0.88218,             0.93141,             0.86391,             0.40006,             0.58452,              1.1106,            0.004093,            0.004093,            0.004093
                 181,             0.66913,             0.90946,              1.2244,              0.9054,             0.88065,             0.93234,             0.86615,             0.40025,             0.56843,              1.1096,             0.00406,             0.00406,             0.00406
                 182,             0.67329,             0.88595,              1.2159,             0.88018,             0.88324,             0.93034,             0.86626,             0.40145,             0.58093,              1.1162,            0.004027,            0.004027,            0.004027
                 183,              0.6866,             0.93339,              1.2322,             0.86715,             0.90614,              0.9427,              0.8743,             0.39848,             0.57872,              1.1087,            0.003994,            0.003994,            0.003994
                 184,             0.66769,             0.88183,              1.2062,             0.88608,             0.89765,             0.93249,             0.87338,             0.39772,             0.56317,              1.1019,            0.003961,            0.003961,            0.003961
                 185,             0.65674,             0.87261,              1.2165,              0.8839,             0.89396,             0.93517,             0.87444,             0.39121,             0.52868,              1.1045,            0.003928,            0.003928,            0.003928
                 186,             0.67053,             0.89102,               1.211,             0.88981,             0.90858,              0.9367,             0.87227,             0.38688,             0.52305,              1.1068,            0.003895,            0.003895,            0.003895
                 187,             0.67322,             0.88062,              1.2179,              0.9093,             0.87987,             0.93421,             0.87429,             0.39084,             0.54291,              1.1098,            0.003862,            0.003862,            0.003862
                 188,             0.66686,             0.87536,              1.2094,             0.90722,             0.89519,             0.93298,             0.87096,             0.39476,             0.54905,              1.1057,            0.003829,            0.003829,            0.003829
                 189,             0.68815,             0.88235,              1.2224,             0.92127,              0.8894,             0.94147,              0.8777,             0.39408,             0.53603,              1.1074,            0.003796,            0.003796,            0.003796
                 190,             0.66087,             0.87606,              1.2073,             0.90905,             0.88008,             0.94021,             0.88014,             0.40362,              0.5658,              1.1137,            0.003763,            0.003763,            0.003763
                 191,             0.64756,             0.82809,              1.2063,             0.90908,             0.87954,             0.94141,             0.88103,             0.39929,             0.53184,              1.1089,             0.00373,             0.00373,             0.00373
                 192,             0.66599,             0.87472,              1.2225,             0.89019,             0.87181,             0.94053,             0.87919,             0.40068,             0.56425,              1.1096,            0.003697,            0.003697,            0.003697
                 193,             0.63398,             0.83422,               1.209,              0.8979,             0.90783,             0.93826,             0.87768,             0.39426,             0.55097,              1.1075,            0.003664,            0.003664,            0.003664
                 194,             0.65308,             0.83679,              1.1986,             0.89758,             0.89911,             0.94871,             0.88723,             0.38521,             0.53743,              1.0997,            0.003631,            0.003631,            0.003631
                 195,             0.66215,             0.85801,              1.2058,             0.90492,             0.89594,             0.94566,             0.88426,             0.37855,             0.52594,              1.0943,            0.003598,            0.003598,            0.003598
                 196,             0.66288,             0.83352,              1.2038,             0.87602,             0.91302,             0.94259,             0.87982,             0.38173,             0.52426,               1.098,            0.003565,            0.003565,            0.003565
                 197,             0.64602,             0.83848,              1.2062,             0.89679,             0.89662,             0.93908,             0.87929,             0.38524,             0.51695,              1.1011,            0.003532,            0.003532,            0.003532
                 198,             0.64127,             0.82441,              1.1953,             0.89612,             0.89162,             0.93466,             0.87751,             0.37922,             0.52909,              1.0966,            0.003499,            0.003499,            0.003499
                 199,             0.66068,             0.84621,              1.2135,             0.89852,             0.89491,             0.94247,             0.88528,             0.38076,             0.52766,              1.0966,            0.003466,            0.003466,            0.003466
                 200,             0.61966,             0.81668,              1.1971,             0.90199,             0.89896,             0.94736,             0.88572,             0.37578,             0.49884,              1.0968,            0.003433,            0.003433,            0.003433
                 201,             0.64786,             0.84474,              1.2184,             0.89436,             0.90536,             0.95127,             0.89176,             0.37622,             0.51383,              1.0957,              0.0034,              0.0034,              0.0034
                 202,             0.65295,             0.84983,              1.2056,              0.8931,             0.90241,             0.93499,             0.87772,             0.37609,             0.51241,              1.0927,            0.003367,            0.003367,            0.003367
                 203,             0.61943,              0.8186,              1.1889,             0.87573,             0.90844,             0.94601,             0.87601,             0.38322,             0.53556,              1.0924,            0.003334,            0.003334,            0.003334
                 204,             0.66061,             0.82401,              1.1892,             0.87947,             0.91527,             0.94643,             0.87996,             0.38082,             0.52756,              1.0926,            0.003301,            0.003301,            0.003301
                 205,             0.65522,             0.87822,               1.223,             0.87652,             0.91762,              0.9502,             0.88328,             0.37652,             0.52391,              1.0917,            0.003268,            0.003268,            0.003268
                 206,             0.63825,             0.83817,              1.2069,             0.88882,             0.90274,             0.94731,              0.8801,             0.38076,             0.51322,              1.0959,            0.003235,            0.003235,            0.003235
                 207,             0.64898,             0.84257,              1.2078,             0.91019,             0.89839,             0.94601,             0.88573,              0.3739,             0.50685,              1.0896,            0.003202,            0.003202,            0.003202
                 208,             0.64526,              0.8219,              1.1982,             0.90868,             0.91033,             0.94765,             0.88431,             0.37223,             0.50712,              1.0893,            0.003169,            0.003169,            0.003169
                 209,             0.62372,             0.76518,              1.1919,             0.89449,             0.90552,             0.94471,             0.88693,             0.37102,             0.51089,              1.0913,            0.003136,            0.003136,            0.003136
                 210,             0.62186,              0.7973,              1.1956,             0.89292,             0.90877,              0.9444,             0.88907,             0.37186,             0.50491,              1.0903,            0.003103,            0.003103,            0.003103
                 211,             0.63053,             0.81865,              1.1947,             0.89129,              0.9055,             0.94011,              0.8852,             0.37036,              0.5154,              1.0872,             0.00307,             0.00307,             0.00307
                 212,             0.63807,             0.79943,              1.1937,             0.89643,              0.9115,             0.93955,             0.87933,             0.36975,             0.50343,              1.0893,            0.003037,            0.003037,            0.003037
                 213,             0.63708,             0.80306,              1.2043,             0.90779,             0.90298,             0.94515,             0.88462,             0.37392,             0.50382,              1.0948,            0.003004,            0.003004,            0.003004
                 214,             0.64041,              0.8401,              1.1925,             0.90468,             0.90167,             0.94389,             0.88287,             0.37486,              0.5097,              1.0933,            0.002971,            0.002971,            0.002971
                 215,             0.63276,             0.80844,              1.1992,             0.90777,             0.90657,             0.94452,             0.88568,             0.37072,             0.50153,              1.0916,            0.002938,            0.002938,            0.002938
                 216,             0.62555,             0.78362,              1.1867,             0.91111,             0.89553,             0.93439,             0.87403,             0.37818,             0.52785,              1.0907,            0.002905,            0.002905,            0.002905
                 217,             0.64108,             0.81718,              1.1949,             0.89626,             0.90828,             0.94231,              0.8805,              0.3641,             0.50711,              1.0855,            0.002872,            0.002872,            0.002872
                 218,             0.64321,             0.80217,               1.189,             0.90464,             0.90982,             0.94454,             0.88426,             0.36379,             0.48188,              1.0843,            0.002839,            0.002839,            0.002839
                 219,             0.64187,             0.83309,              1.1941,             0.88561,             0.91269,             0.94311,             0.88642,              0.3586,              0.4818,              1.0788,            0.002806,            0.002806,            0.002806
                 220,             0.63507,             0.80487,              1.1914,              0.9017,             0.90343,             0.94409,             0.89125,             0.35985,             0.50189,              1.0796,            0.002773,            0.002773,            0.002773
                 221,             0.65419,             0.80841,              1.2049,             0.89444,              0.9126,             0.93594,             0.87942,              0.3599,             0.49246,              1.0812,             0.00274,             0.00274,             0.00274
                 222,             0.63163,             0.79181,              1.1973,             0.91161,             0.88591,              0.9381,             0.87718,             0.35565,             0.48403,              1.0827,            0.002707,            0.002707,            0.002707
                 223,             0.62572,             0.78564,              1.1843,             0.89994,             0.90144,             0.94172,              0.8857,             0.35862,             0.48845,              1.0844,            0.002674,            0.002674,            0.002674
                 224,             0.60537,             0.77647,              1.1873,             0.88283,             0.90727,             0.94371,             0.88907,             0.36017,             0.48912,               1.086,            0.002641,            0.002641,            0.002641
                 225,             0.61412,             0.80001,              1.1899,             0.89366,             0.92248,             0.95536,             0.89697,             0.36163,             0.47495,              1.0865,            0.002608,            0.002608,            0.002608
                 226,             0.61908,             0.79615,              1.1976,             0.90143,             0.91539,             0.95452,             0.89493,             0.36183,             0.48669,              1.0827,            0.002575,            0.002575,            0.002575
                 227,             0.60854,             0.81522,              1.1953,              0.8913,              0.9127,             0.93642,             0.88299,             0.36259,             0.50053,              1.0815,            0.002542,            0.002542,            0.002542
                 228,             0.59461,             0.76863,              1.1822,             0.90957,             0.89066,              0.9404,             0.88706,             0.36472,             0.51236,              1.0803,            0.002509,            0.002509,            0.002509
                 229,             0.62204,             0.80277,              1.1887,             0.89698,             0.90933,             0.94504,               0.892,             0.36341,             0.50993,              1.0826,            0.002476,            0.002476,            0.002476
                 230,             0.61423,             0.78632,              1.1855,             0.88832,             0.91614,             0.94659,             0.89328,             0.36172,             0.48584,              1.0809,            0.002443,            0.002443,            0.002443
                 231,              0.6233,             0.78158,              1.1946,             0.90839,             0.89852,             0.94575,             0.88855,             0.36126,             0.48572,              1.0829,             0.00241,             0.00241,             0.00241
                 232,             0.61344,             0.76427,              1.1886,             0.88148,             0.91006,             0.94117,             0.88777,             0.36137,             0.49259,               1.082,            0.002377,            0.002377,            0.002377
                 233,             0.59697,             0.75827,              1.1765,             0.89794,             0.91175,             0.94862,             0.89705,              0.3656,             0.48969,              1.0869,            0.002344,            0.002344,            0.002344
                 234,             0.60801,             0.77975,              1.1779,             0.90325,             0.91632,             0.94756,             0.89643,             0.36377,             0.48428,              1.0845,            0.002311,            0.002311,            0.002311
                 235,             0.62426,             0.79663,              1.1973,             0.92796,             0.88813,              0.9539,              0.8978,             0.36551,             0.48292,              1.0858,            0.002278,            0.002278,            0.002278
                 236,             0.60648,             0.76696,              1.1904,              0.9046,             0.91167,             0.95096,             0.89187,              0.3626,             0.49614,               1.084,            0.002245,            0.002245,            0.002245
                 237,             0.60971,             0.76495,               1.179,             0.89899,             0.90857,             0.94352,             0.88941,             0.35683,             0.49197,              1.0809,            0.002212,            0.002212,            0.002212
                 238,             0.61657,              0.7696,              1.1878,             0.92633,             0.90052,             0.95205,             0.89947,             0.35853,              0.4858,              1.0832,            0.002179,            0.002179,            0.002179
                 239,             0.61255,             0.76841,              1.1888,             0.89869,             0.91038,             0.95173,             0.89386,              0.3578,             0.48029,              1.0857,            0.002146,            0.002146,            0.002146
                 240,             0.63045,             0.81467,              1.1911,             0.89212,             0.90969,             0.94855,             0.89553,             0.35148,             0.47994,              1.0816,            0.002113,            0.002113,            0.002113
                 241,             0.58051,             0.74107,              1.1857,             0.91871,             0.89586,             0.95594,             0.90599,             0.34872,              0.4853,              1.0789,             0.00208,             0.00208,             0.00208
                 242,              0.6197,             0.77371,              1.1863,             0.88069,             0.93932,             0.95839,             0.90342,             0.35331,             0.48548,              1.0788,            0.002047,            0.002047,            0.002047
                 243,              0.6134,             0.77613,              1.1873,              0.8963,             0.91926,             0.95936,             0.90133,             0.35696,             0.47736,               1.081,            0.002014,            0.002014,            0.002014
                 244,              0.6023,             0.75893,              1.1839,              0.9038,             0.92275,             0.95682,             0.90108,             0.36016,             0.46601,              1.0869,            0.001981,            0.001981,            0.001981
                 245,             0.59266,             0.74976,              1.1859,             0.89158,             0.92708,             0.95176,             0.89686,             0.36004,             0.47809,              1.0861,            0.001948,            0.001948,            0.001948
                 246,              0.5908,              0.7592,              1.1775,             0.91829,             0.91341,             0.95427,             0.90066,             0.35437,             0.46865,              1.0838,            0.001915,            0.001915,            0.001915
                 247,             0.60693,             0.73703,              1.1784,             0.89097,             0.90845,             0.95624,              0.9016,             0.35358,             0.48601,              1.0803,            0.001882,            0.001882,            0.001882
                 248,             0.60346,             0.74242,              1.1769,             0.88643,             0.90501,             0.95247,             0.89759,             0.35699,             0.50349,              1.0821,            0.001849,            0.001849,            0.001849
                 249,             0.61179,             0.75208,              1.1879,             0.85961,             0.94819,             0.94514,             0.89314,             0.35424,             0.47974,              1.0819,            0.001816,            0.001816,            0.001816
                 250,             0.58684,             0.73871,              1.1789,              0.8789,             0.93204,             0.94486,              0.8925,             0.35493,             0.46852,              1.0803,            0.001783,            0.001783,            0.001783
                 251,             0.57757,             0.73364,              1.1785,              0.8896,             0.93073,             0.94804,             0.89596,             0.34994,              0.4681,              1.0774,             0.00175,             0.00175,             0.00175
                 252,             0.59465,             0.73493,              1.1803,             0.90723,             0.90497,             0.95264,             0.89889,              0.3461,             0.47014,               1.074,            0.001717,            0.001717,            0.001717
                 253,             0.58402,             0.71596,              1.1779,             0.88295,             0.93661,             0.94823,             0.89396,             0.34893,             0.46837,              1.0774,            0.001684,            0.001684,            0.001684
                 254,             0.57403,             0.75209,               1.172,             0.88894,             0.91597,              0.9446,             0.88936,             0.34789,             0.46744,               1.079,            0.001651,            0.001651,            0.001651
                 255,               0.607,             0.74921,              1.1875,             0.87249,             0.94317,              0.9475,             0.89166,             0.34455,             0.45714,               1.077,            0.001618,            0.001618,            0.001618
                 256,             0.59225,             0.72558,              1.1786,             0.88843,             0.93511,             0.95338,             0.89834,             0.34428,             0.45684,              1.0768,            0.001585,            0.001585,            0.001585
                 257,              0.5835,             0.71578,              1.1769,             0.88584,              0.9213,             0.94281,             0.89133,             0.34261,             0.46223,              1.0759,            0.001552,            0.001552,            0.001552
                 258,             0.60557,             0.74098,              1.1717,               0.872,              0.9308,             0.94091,             0.89381,             0.33995,             0.46631,              1.0748,            0.001519,            0.001519,            0.001519
                 259,             0.59567,             0.72361,              1.1695,             0.88542,             0.93805,             0.95443,              0.9021,             0.34719,             0.46637,              1.0778,            0.001486,            0.001486,            0.001486
                 260,             0.59359,             0.70997,              1.1595,             0.91003,             0.90381,             0.95562,             0.90403,             0.34537,             0.45577,              1.0763,            0.001453,            0.001453,            0.001453
                 261,             0.58979,             0.71566,              1.1797,             0.90354,             0.91578,             0.95559,             0.90795,             0.34295,             0.46084,              1.0743,             0.00142,             0.00142,             0.00142
                 262,             0.58686,             0.73109,              1.1757,             0.90662,              0.9181,             0.95468,             0.90237,             0.34106,             0.45907,              1.0712,            0.001387,            0.001387,            0.001387
                 263,             0.59609,             0.74099,              1.1933,             0.90822,             0.91602,             0.94803,             0.89552,             0.34058,             0.44995,              1.0719,            0.001354,            0.001354,            0.001354
                 264,             0.59641,             0.71494,              1.1781,             0.91176,             0.90769,             0.94989,             0.89897,              0.3438,             0.44458,              1.0755,            0.001321,            0.001321,            0.001321
                 265,             0.58933,             0.71316,              1.1619,             0.89886,             0.93362,             0.95126,              0.9014,             0.34617,              0.4392,               1.074,            0.001288,            0.001288,            0.001288
                 266,             0.60746,             0.75781,              1.1847,              0.9072,             0.92284,             0.95109,             0.90295,             0.34021,             0.44371,              1.0731,            0.001255,            0.001255,            0.001255
                 267,              0.5826,             0.70741,              1.1768,             0.90419,             0.92073,             0.94845,             0.89873,             0.33807,             0.45434,               1.072,            0.001222,            0.001222,            0.001222
                 268,             0.56912,             0.69694,              1.1674,             0.90771,             0.92378,             0.94764,             0.89872,             0.33746,             0.46142,              1.0706,            0.001189,            0.001189,            0.001189
                 269,              0.5798,             0.69145,              1.1616,              0.8986,              0.9233,             0.94613,             0.89834,             0.34075,             0.47503,              1.0723,            0.001156,            0.001156,            0.001156
                 270,             0.56126,             0.66446,              1.1589,             0.90519,              0.9119,             0.94756,             0.90026,             0.33816,             0.45825,              1.0704,            0.001123,            0.001123,            0.001123
                 271,             0.56393,             0.68324,              1.1683,             0.90316,              0.9224,             0.94813,             0.89959,             0.33498,               0.455,              1.0661,             0.00109,             0.00109,             0.00109
                 272,             0.58669,             0.71744,              1.1769,             0.89567,              0.9307,             0.94824,             0.89957,             0.33592,              0.4549,              1.0682,            0.001057,            0.001057,            0.001057
                 273,             0.57927,             0.69969,              1.1646,             0.90505,             0.92632,             0.94875,             0.90083,             0.33544,              0.4499,              1.0685,            0.001024,            0.001024,            0.001024
                 274,             0.58055,             0.69037,              1.1662,             0.90129,             0.92436,             0.94764,             0.89865,             0.33672,             0.45161,              1.0708,            0.000991,            0.000991,            0.000991
                 275,              0.5872,              0.7136,              1.1731,             0.90437,             0.92377,             0.94811,             0.89984,             0.33434,             0.45395,              1.0693,            0.000958,            0.000958,            0.000958
                 276,             0.56365,              0.6881,               1.168,             0.90409,             0.92682,             0.94913,             0.89777,             0.33427,             0.46263,              1.0696,            0.000925,            0.000925,            0.000925
                 277,             0.58577,             0.71393,              1.1745,             0.91521,             0.92622,             0.94878,             0.90489,             0.33614,             0.45906,              1.0679,            0.000892,            0.000892,            0.000892
                 278,              0.5583,             0.69244,              1.1628,             0.91395,             0.92476,             0.95406,             0.90401,              0.3335,             0.46002,              1.0666,            0.000859,            0.000859,            0.000859
                 279,             0.57818,             0.70552,              1.1568,             0.90442,              0.9298,             0.94853,                 0.9,             0.33078,             0.45832,              1.0652,            0.000826,            0.000826,            0.000826
                 280,             0.57449,             0.67987,              1.1534,             0.91683,             0.90684,             0.94688,             0.89752,             0.33055,             0.45593,              1.0655,            0.000793,            0.000793,            0.000793
                 281,             0.55092,               0.675,              1.1511,              0.9153,             0.91563,             0.94654,             0.89591,             0.33109,             0.45035,              1.0657,             0.00076,             0.00076,             0.00076
                 282,             0.57388,             0.70159,              1.1809,             0.90738,             0.92777,             0.94854,             0.89789,             0.33217,             0.45111,              1.0654,            0.000727,            0.000727,            0.000727
                 283,             0.57398,             0.70805,              1.1638,             0.89951,              0.9187,             0.94729,             0.90033,             0.33245,             0.45505,              1.0671,            0.000694,            0.000694,            0.000694
                 284,             0.57016,             0.65363,              1.1515,             0.90867,             0.92277,             0.94891,              0.8972,             0.33304,             0.45099,               1.066,            0.000661,            0.000661,            0.000661
                 285,             0.56064,             0.69169,              1.1667,             0.90802,             0.92412,             0.94874,             0.89857,             0.33295,             0.44683,              1.0676,            0.000628,            0.000628,            0.000628
                 286,             0.56961,             0.67965,              1.1636,             0.91087,              0.9196,             0.94645,              0.8989,             0.33223,             0.44899,              1.0704,            0.000595,            0.000595,            0.000595
                 287,              0.5544,             0.66633,              1.1621,             0.90952,             0.92565,             0.95017,             0.89825,             0.33379,             0.44605,              1.0721,            0.000562,            0.000562,            0.000562
                 288,             0.54503,             0.66777,              1.1536,             0.90474,             0.92253,             0.94854,             0.89867,             0.33326,             0.44711,              1.0695,            0.000529,            0.000529,            0.000529
                 289,             0.54938,             0.65917,              1.1565,             0.90866,             0.91677,             0.94793,             0.89936,             0.33155,             0.45202,              1.0664,            0.000496,            0.000496,            0.000496
                 290,             0.55103,             0.65961,              1.1606,             0.91191,             0.91763,             0.94887,             0.90102,             0.32985,             0.44639,              1.0666,            0.000463,            0.000463,            0.000463
                 291,             0.56205,             0.67379,              1.1582,             0.91145,             0.92494,             0.94872,             0.90221,             0.32943,              0.4459,              1.0666,             0.00043,             0.00043,             0.00043
                 292,             0.56972,             0.68777,              1.1662,             0.91463,             0.90794,             0.94578,              0.8962,             0.32863,             0.44942,              1.0663,            0.000397,            0.000397,            0.000397
                 293,             0.55596,             0.65722,              1.1545,             0.89554,             0.92493,             0.94555,             0.89722,             0.32954,             0.45208,              1.0666,            0.000364,            0.000364,            0.000364
                 294,             0.56018,             0.65321,              1.1627,              0.9137,              0.9137,             0.94693,             0.89941,             0.32967,             0.45321,              1.0667,            0.000331,            0.000331,            0.000331
                 295,             0.58064,             0.70096,              1.1738,             0.91154,             0.91554,             0.94735,             0.89946,             0.32889,             0.45214,              1.0668,            0.000298,            0.000298,            0.000298
                 296,             0.55771,             0.67201,               1.162,              0.9097,             0.91763,             0.94667,             0.89727,             0.32848,              0.4478,              1.0677,            0.000265,            0.000265,            0.000265
                 297,             0.55235,             0.67267,              1.1483,             0.91028,             0.91778,             0.94697,             0.89814,             0.32965,             0.44693,               1.068,            0.000232,            0.000232,            0.000232
                 298,             0.53771,             0.63337,              1.1456,             0.90992,             0.91702,             0.94715,             0.89942,             0.32976,              0.4475,              1.0685,            0.000199,            0.000199,            0.000199
                 299,             0.55494,             0.68063,              1.1701,             0.90789,              0.9186,             0.94662,             0.89862,             0.32894,             0.45083,              1.0683,            0.000166,            0.000166,            0.000166
